chu,pinyin,pinyin_go,thanh,han_viet,nghia,nghia_khac,bo_thu,nhieu,chu_de,cap,vi_du,vi_du_nghia,dong_nghia,trai_nghia,so_net,ngu_hanh,thang_goc,thang_bac,tan_suat
串,chuàn,chuan,4,xuyến,"xâu, chuỗi",,,串|中|申|电,so,2,一串葡萄。,Một chùm nho.,,,,,,,
堆,duī,dui,1,đôi,đống,,土|隹,堆|谁|唯|难,so,2,一堆书。,Một đống sách.,,,,,,,
束,shù,shu,4,thúc,bó,,,束|柬|刺|辣,so,2,一束花。,Một bó hoa.,,,,,,,
滴,dī,di,1,tích,giọt,,氵|商,滴|摘|敌|嫡,so,2,一滴水。,Một giọt nước.,,,,,,,
番,fān,fan,1,phiên,"lần, phen",,,番|翻|審|悉,so,3,一番话。,Một phen nói chuyện.,,,,,,,
趟,tàng,tang,4,thảng,"lượt, chuyến",,走|尚,趟|趣|超|越,so,3,这一趟。,Chuyến này.,,,,,,,
阵,zhèn,zhen,4,trận,"trận, đợt",,阝|车,阵|队|阶|院,so,3,一阵风。,Một trận gió.,,,,,,,
率,lǜ,lu,4,suất,"tỷ lệ, suất",,,率|卒|玄|旋,so,3,成功率很高。,Tỷ lệ thành công rất cao.,,,,,,,
比,bǐ,bi,3,tỷ,"so sánh, tỷ lệ",,,比|北|此|皆,so,3,比一比。,So sánh một chút.,,,,,,,
陆,lù,lu,4,lục,"đất liền, lục địa",,,陆|坴|阵|院,thien_nhien,1,大陆很大。,Lục địa rất lớn.,,,,,,,
洲,zhōu,zhou,1,châu,"châu lục, bãi bồi",,氵|州,洲|州|酬|洪,thien_nhien,1,亚洲很大。,Châu Á rất lớn.,,,,,,,
洋,yáng,yang,2,dương,đại dương,,氵|羊,洋|羊|详|阳,thien_nhien,1,太平洋。,Thái Bình Dương.,,,,,,,
昏,hūn,hun,1,hôn,"hoàng hôn, mê muội",,氏|日,昏|婚|氏|低,thien_nhien,1,黄昏很美。,Hoàng hôn rất đẹp.,,,,,,,
湾,wān,wan,1,loan,vịnh,,氵|弯,湾|弯|恋|湖,thien_nhien,1,海湾很美。,Vịnh biển rất đẹp.,,,,,,,
滩,tān,tan,1,than,"bãi biển, bãi cát",,氵|难,滩|难|摊|叹,thien_nhien,1,沙滩很白。,Bãi cát rất trắng.,,,,,,,
雹,báo,bao,2,bạc,mưa đá,,雨|包,雹|雷|雾|雪,thien_nhien,2,下冰雹了。,Có mưa đá rồi.,,,,,,,
霞,xiá,xia,2,hà,"ráng, hoàng hôn đỏ",,雨|叚,霞|假|暇|遐,thien_nhien,2,晚霞很红。,Ráng chiều rất đỏ.,,,,,,,
辰,chén,chen,2,thần,"thời điểm, chòm sao",,,辰|晨|震|振,thien_nhien,2,星辰满天。,Sao đầy trời.,,,,,,,
宇,yǔ,yu,3,vũ,"vũ trụ, không gian",,宀|于,宇|字|宁|守,thien_nhien,2,宇宙很大。,Vũ trụ rất lớn.,,,,,,,
宙,zhòu,zhou,4,trụ,"vũ trụ, thời gian",,宀|由,宙|宇|宗|宾,thien_nhien,2,宇宙无边。,Vũ trụ vô tận.,,,,,,,
穹,qióng,qiong,2,khung,vòm trời,,穴|弓,穹|穷|空|究,thien_nhien,3,苍穹之下。,Dưới bầu trời.,,,,,,,
礁,jiāo,jiao,1,tiều,"đá ngầm, rạn san hô",,石|焦,礁|焦|礁|樵,thien_nhien,3,海礁很危险。,Đá ngầm rất nguy hiểm.,,,,,,,
汐,xī,xi,1,tịch,thủy triều xuống,,氵|夕,汐|夕|汗|汁,thien_nhien,3,潮汐变化。,Sự biến đổi thủy triều.,,,,,,,
飓,jù,ju,4,cụ,bão lớn,,风|具,飓|飘|风|飙,thien_nhien,3,飓风很猛。,Bão rất mạnh.,,,,,,,
暴,bào,bao,4,bạo,"dữ dội, bão",,,暴|爆|瀑|曝,thien_nhien,3,暴风雨来了。,Bão tố đã đến.,,,,,,,
纯,chún,chun,2,thuần,thuần túy (màu),,纟|屯,纯|吨|钝|纪,mau,1,纯白色。,Màu trắng thuần khiết.,,,,,,,
斑,bān,ban,1,ban,"đốm, vằn",,,斑|班|斓|辨,mau,1,斑点很多。,Có rất nhiều đốm.,,,,,,,
艳,yàn,yan,4,diễm,"rực rỡ, tươi thắm",,,艳|色|艶|色,mau,2,颜色很艳。,Màu sắc rất rực rỡ.,,,,,,,
调,diào,diao,4,điều,"phối màu, điều chỉnh",,讠|周,调|周|凋|雕,mau,2,调色很难。,Phối màu rất khó.,,,,,,,
渐,jiàn,jian,4,tiệm,dần dần (màu chuyển),,氵|斩,渐|暂|惭|嘶,mau,3,颜色渐变。,Màu sắc chuyển dần.,,,,,,,
蚕,cán,can,2,tàm,con tằm,,天|虫,蚕|蚕|蛋|春,thu,1,蚕丝很软。,Tơ tằm rất mềm.,,,,,,,
鲤,lǐ,li,3,lý,cá chép,,鱼|里,鲤|鲫|鲨|鲸,thu,1,鲤鱼跳龙门。,Cá chép vượt Vũ Môn.,,,,,,,
猿,yuán,yuan,2,viên,vượn,,犭|袁,猿|猴|猩|猫,thu,1,猿猴很聪明。,Vượn khỉ rất thông minh.,,,,,,,
狸,lí,li,2,ly,"cầy, chồn",,犭|里,狸|狐|狼|狮,thu,1,狐狸很狡猾。,Con cáo rất xảo quyệt.,,,,,,,
鳗,mán,man,2,man,"lươn, cá chình",,鱼|曼,鳗|鲤|鳄|鲤,thu,2,鳗鱼很滑。,Cá chình rất trơn.,,,,,,,
螺,luó,luo,2,loa,ốc,,虫|累,螺|蜗|蜘|蟹,thu,2,田螺很多。,Ốc đồng rất nhiều.,,,,,,,
猩,xīng,xing,1,tinh,tinh tinh,,犭|星,猩|猴|猿|猫,thu,2,猩猩很像人。,Tinh tinh trông giống người.,,,,,,,
羚,líng,ling,2,linh,linh dương,,羊|令,羚|羊|群|美,thu,2,羚羊跑得快。,Linh dương chạy rất nhanh.,,,,,,,
蚌,bàng,bang,4,bạng,"con trai, con hến",,虫|丰,蚌|蛙|蟹|虾,thu,3,河蚌里有珍珠。,Trong con trai có ngọc trai.,,,,,,,
貂,diāo,diao,1,điêu,con chồn,,豸|召,貂|豹|狮|狼,thu,3,貂皮很暖。,Da chồn rất ấm.,,,,,,,
獭,tǎ,ta,3,thát,rái cá,,犭|赖,獭|狼|狐|貂,thu,3,水獭会游泳。,Rái cá biết bơi.,,,,,,,
蟾,chán,chan,2,thiềm,con cóc,,虫|詹,蟾|蛙|蝉|虾,thu,3,蟾蜍很丑。,Con cóc rất xấu.,,,,,,,
腹,fù,fu,4,phúc,bụng (trang trọng),,月|复,腹|复|覆|履,than_the,1,腹部很痛。,Bụng rất đau.,,,,,,,
腕,wàn,wan,4,oản,cổ tay,,月|宛,腕|碗|婉|惋,than_the,1,手腕很细。,Cổ tay rất mảnh.,,,,,,,
筋,jīn,jin,1,cân,gân,,⺮|力,筋|力|肋|筷,than_the,1,筋很酸。,Gân rất mỏi.,,,,,,,
孔,kǒng,kong,3,khổng,"lỗ, hang",,,孔|孙|孤|孩,than_the,1,瞳孔很黑。,Con ngươi mắt rất đen.,,,,,,,
臀,tún,tun,2,đồn,mông,,殿|月,臀|殿|臂|腿,than_the,2,臀部很结实。,Mông rất chắc.,,,,,,,
颅,lú,lu,2,lô,"sọ, đầu lâu",,页|户,颅|颈|颂|额,than_the,2,头颅很硬。,Hộp sọ rất cứng.,,,,,,,
颊,jiá,jia,2,giáp,má,,页|夹,颊|颈|颂|颅,than_the,2,脸颊很红。,Má rất đỏ.,,,,,,,
瞳,tóng,tong,2,đồng,con ngươi mắt,,目|童,瞳|睛|眼|童,than_the,2,瞳孔放大。,Con ngươi mắt giãn ra.,,,,,,,
颚,è,e,4,ngạc,hàm,,页|噩,颚|鳄|颈|颊,than_the,3,下颚很宽。,Hàm dưới rất rộng.,,,,,,,
唾,tuò,tuo,4,thóa,nước bọt,,口|垂,唾|睡|锤|捶,than_the,3,唾液很多。,Nước bọt rất nhiều.,,,,,,,
液,yè,ye,4,dịch,"dịch, nước (cơ thể)",,氵|夜,液|夜|掖|腋,than_the,3,血液流动。,Máu lưu thông.,,,,,,,
髓,suǐ,sui,3,tủy,tủy,,骨|随,髓|随|髅|骸,than_the,3,骨髓很重要。,Tủy xương rất quan trọng.,,,,,,,
童,tóng,tong,2,đồng,trẻ con,,立|里,童|重|里|童,nguoi,1,儿童很可爱。,Trẻ con rất đáng yêu.,,,,,,,
伴,bàn,ban,4,bạn,bạn đồng hành,,亻|半,伴|畔|判|拌,nguoi,1,伙伴很好。,Bạn đồng hành rất tốt.,,,,,,,
勇,yǒng,yong,3,dũng,"dũng cảm, dũng sĩ",,,勇|甬|通|桶,nguoi,1,很勇敢。,Rất dũng cảm.,,,,,,,
仙,xiān,xian,1,tiên,"tiên, thần tiên",,亻|山,仙|优|仿|但,nguoi,1,神仙下凡。,Thần tiên hạ phàm.,,,,,,,
妖,yāo,yao,1,yêu,yêu quái,,女|夭,妖|妙|妆|姚,nguoi,1,妖怪很凶。,Yêu quái rất hung dữ.,,,,,,,
神,shén,shen,2,thần,"thần, thần thánh",,礻|申,神|礼|祖|视,nguoi,1,神仙很厉害。,Thần tiên rất lợi hại.,,,,,,,
翁,wēng,weng,1,ông,"ông già, cụ ông",,公|羽,翁|羽|翎|翊,nguoi,2,老翁很和蔼。,Cụ ông rất hiền từ.,,,,,,,
婆,pó,po,2,bà,"bà già, bà (họ chồng)",,波|女,婆|波|坡|破,nguoi,2,婆婆很严格。,Bà rất nghiêm khắc.,,,,,,,
徒,tú,tu,2,đồ,"đồ đệ, người theo",,,徒|徐|途|徙,nguoi,2,徒弟学艺。,Đồ đệ học nghề.,,,,,,,
匠,jiàng,jiang,4,tượng,"thợ, nghệ nhân",,,匠|近|匹|匡,nguoi,2,木匠做家具。,Thợ mộc làm đồ gỗ.,,,,,,,
魂,hún,hun,2,hồn,linh hồn,,云|鬼,魂|魄|鬼|魅,nguoi,2,灵魂不灭。,Linh hồn bất diệt.,,,,,,,
灵,líng,ling,2,linh,"linh hồn, linh thiêng",,,灵|需|雪|云,nguoi,2,精灵很神秘。,Tinh linh rất bí ẩn.,,,,,,,
侣,lǚ,lu,3,lữ,"bạn đồng hành, lứa đôi",,亻|吕,侣|侶|吕|品,nguoi,3,伴侣很重要。,Bạn đời rất quan trọng.,,,,,,,
奴,nú,nu,2,nô,"nô lệ, đầy tớ",,女|又,奴|如|好|奶,nguoi,3,奴隶很可怜。,Nô lệ rất đáng thương.,,,,,,,
隶,lì,li,4,lệ,"lệ thuộc, nô lệ",,,隶|逮|康|康,nguoi,3,奴隶制度。,Chế độ nô lệ.,,,,,,,
精,jīng,jing,1,tinh,"tinh linh, tinh túy",,米|青,精|清|睛|情,nguoi,3,妖精很美。,Yêu tinh rất đẹp.,,,,,,,
杰,jié,jie,2,kiệt,"anh kiệt, xuất sắc",,木|杰,杰|余|杂|条,nguoi,3,英雄豪杰。,Anh hùng hào kiệt.,,,,,,,
常,cháng,chang,2,thường,thường xuyên,,,常|党|堂|掌,thoigian,1,常常来。,Thường xuyên đến.,,,,,,,
代,dài,dai,4,đại,"thời đại, thế hệ",,亻|弋,代|伐|化|仪,thoigian,1,现代生活。,Cuộc sống hiện đại.,,,,,,,
古,gǔ,gu,3,cổ,cổ xưa,,,古|苦|舌|吉,thoigian,1,古代的人。,Người thời cổ đại.,,今,,,,,
即,jí,ji,2,tức,"lập tức, ngay",,,即|既|印|卯,thoigian,1,立即出发。,Xuất phát ngay lập tức.,,,,,,,
曾,céng,ceng,2,tằng,đã từng,,,曾|增|层|僧,thoigian,2,我曾经去过。,Tôi đã từng đi qua.,,,,,,,
经,jīng,jing,1,kinh,"đã trải qua, kinh qua",,纟|巠,经|轻|径|茎,thoigian,2,经过很久。,Trải qua rất lâu.,,,,,,,
偶,ǒu,ou,3,ngẫu,"ngẫu nhiên, thỉnh thoảng",,亻|禺,偶|藕|遇|寓,thoigian,2,偶尔见面。,Thỉnh thoảng gặp mặt.,,,,,,,
立,lì,li,4,lập,đứng; lập tức,,,立|站|童|亲,thoigian,3,立刻就来。,Lập tức đến ngay.,,,,,,,
逝,shì,shi,4,thệ,"trôi qua, qua đời",,,逝|誓|折|哲,thoigian,3,岁月流逝。,Năm tháng trôi qua.,,,,,,,
纪,jì,ji,4,kỷ,"thế kỷ, kỷ nguyên",,纟|己,纪|纯|纲|约,thoigian,3,二十一世纪。,Thế kỷ hai mốt.,,,,,,,
剪,jiǎn,jian,3,tiễn,cái kéo,,前|刀,剪|前|煎|箭,do_vat,1,一把剪刀。,Một cái kéo.,,,,,,,
钉,dīng,ding,1,đinh,cái đinh,,钅|丁,钉|钩|钓|钥,do_vat,1,一根钉子。,Một cây đinh.,,,,,,,
壶,hú,hu,2,hồ,"ấm, bình",,,壶|壸|壹|壸,do_vat,1,茶壶很烫。,Ấm trà rất nóng.,,,,,,,
匙,chí,chi,2,thi,cái thìa,,是|匕,匙|是|题|提,do_vat,1,一把汤匙。,Một cái thìa canh.,,,,,,,
剑,jiàn,jian,4,kiếm,kiếm,,,剑|检|捡|脸,do_vat,1,一把宝剑。,Một thanh bảo kiếm.,,,9,金,,,3
弓,gōng,gong,1,cung,cung (bắn tên),,,弓|引|张|弩,do_vat,1,一张弓。,Một cây cung.,,,3,,,,3
箭,jiàn,jian,4,tiễn,mũi tên,,⺮|前,箭|剪|煎|前,do_vat,1,一支箭。,Một mũi tên.,,,15,,,,3
锤,chuí,chui,2,chùy,cái búa,,钅|垂,锤|睡|锁|锦,do_vat,2,一把锤子。,Một cái búa.,,,,,,,
钳,qián,qian,2,kiềm,cái kìm,,钅|甘,钳|钢|钉|钩,do_vat,2,一把钳子。,Một cái kìm.,,,,,,,
垫,diàn,dian,4,điệm,"đệm, lót",,土|执,垫|热|势|埶,do_vat,2,坐垫很软。,Đệm ngồi rất mềm.,,,,,,,
帘,lián,lian,2,liêm,rèm cửa,,,帘|帐|帽|带,do_vat,2,窗帘拉上了。,Rèm cửa sổ đã kéo lại.,,,,,,,
罐,guàn,guan,4,quán,"lọ, hũ",,缶|雚,罐|灌|观|欢,do_vat,2,一个罐子。,Một cái lọ.,,,,,,,
篮,lán,lan,2,lam,"giỏ, rổ",,⺮|监,篮|蓝|篓|篇,do_vat,2,一个篮子。,Một cái giỏ.,,,,,,,
枪,qiāng,qiang,1,thương,"súng, giáo",,木|仓,枪|抢|沧|苍,do_vat,2,一把手枪。,Một khẩu súng ngắn.,,,,,,,
锯,jù,ju,4,cứ,cái cưa,,钅|居,锯|锅|锁|锤,do_vat,3,一把锯子。,Một cái cưa.,,,,,,,
钻,zuàn,zuan,4,toàn,"mũi khoan, kim cương",,钅|占,钻|站|战|战,do_vat,3,钻石很贵。,Kim cương rất đắt.,,,,,,,
筐,kuāng,kuang,1,khuông,cái sọt,,⺮|匡,筐|筒|筷|篮,do_vat,3,一个筐子。,Một cái sọt.,,,,,,,
链,liàn,lian,4,liên,dây xích,,钅|连,链|连|莲|恋,do_vat,3,一条链子。,Một sợi dây xích.,,,,,,,
炮,pào,pao,4,pháo,"súng đại bác, pháo",,火|包,炮|饱|泡|抱,do_vat,3,大炮很响。,Đại bác rất to.,,,,,,,
盾,dùn,dun,4,thuẫn,"lá chắn, khiên",,,盾|盒|盛|盗,do_vat,3,一面盾牌。,Một tấm khiên.,,,,,,,
野,yě,ye,3,dã,"hoang dã, đồng nội",,里|予,野|里|理|野,rung,1,田野很宽。,Cánh đồng rất rộng.,,,,,,,
荒,huāng,huang,1,hoang,"hoang vu, bỏ hoang",,艹|荒,荒|慌|谎|巟,rung,1,荒地很多。,Đất hoang rất nhiều.,,,,,,,
蕉,jiāo,jiao,1,tiêu,cây chuối,,艹|焦,蕉|椒|樵|礁,rung,1,香蕉很甜。,Chuối rất ngọt.,,,,,,,
柏,bǎi,bai,3,bách,cây bách,,木|白,柏|柚|柑|栢,rung,1,松柏常青。,Tùng bách luôn xanh.,,,,,,,
杉,shān,shan,1,sam,"cây sam, tùng",,木|彡,杉|松|柏|林,rung,1,一片杉林。,Một rừng cây sam.,,,,,,,
丛,cóng,cong,2,tùng,"bụi cây, đám",,,丛|从|众|坐,rung,2,一丛花。,Một bụi hoa.,,,,,,,
芦,lú,lu,2,lô,cây lau,,艹|户,芦|苇|荷|莲,rung,2,芦苇很高。,Cây lau rất cao.,,,,,,,
苇,wěi,wei,3,vi,"cây lau, sậy",,艹|韦,苇|芦|荷|莲,rung,2,芦苇丛生。,Lau sậy mọc um tùm.,,,,,,,
榕,róng,rong,2,dung,cây đa,,木|容,榕|松|柏|杉,rung,2,大榕树。,Cây đa lớn.,,,,,,,
坑,kēng,keng,1,khanh,"hố, hầm",,土|亢,坑|抗|炕|吭,rung,2,一个大坑。,Một cái hố lớn.,,,,,,,
巅,diān,dian,1,điên,đỉnh núi cao nhất,,山|颠,巅|颠|癫|巍,rung,3,山巅积雪。,Đỉnh núi đọng tuyết.,,,,,,,
麓,lù,lu,4,lộc,chân núi,,林|鹿,麓|鹿|禄|录,rung,3,山麓下的村庄。,Ngôi làng dưới chân núi.,,,,,,,
壕,háo,hao,2,hào,"hào, rãnh",,土|豪,壕|豪|嚎|濠,rung,3,战壕很深。,Chiến hào rất sâu.,,,,,,,
桦,huà,hua,4,hoa,cây bạch dương,,木|华,桦|花|华|化,rung,3,白桦林。,Rừng bạch dương.,,,,,,,
橡,xiàng,xiang,4,tượng,cây sồi,,木|象,橡|象|像|橡,rung,3,橡树很老。,Cây sồi rất già.,,,,,,,
转,zhuǎn,zhuan,3,chuyển,"xoay, quay",,车|专,转|传|转|转,dongtu,1,车轮转动。,Bánh xe xoay.,,,,,,,
浮,fú,fu,2,phù,nổi,,氵|孚,浮|孵|抟|俘,dongtu,1,木头浮在水上。,Khúc gỗ nổi trên mặt nước.,,沉,,,,,
沉,chén,chen,2,trầm,chìm,,氵|冘,沉|沈|枕|沁,dongtu,1,石头沉下去。,Hòn đá chìm xuống.,,浮,,,,,
种,zhòng,zhong,4,chủng,trồng,,禾|中,种|种|重|钟,dongtu,1,种花种草。,Trồng hoa trồng cỏ.,,,,木,,,
养,yǎng,yang,3,dưỡng,nuôi,,,养|美|羊|群,dongtu,1,养小动物。,Nuôi động vật nhỏ.,,,,,,,
挥,huī,hui,1,huy,"vẫy, vung",,扌|军,挥|军|挂|辉,dongtu,2,挥手告别。,Vẫy tay tạm biệt.,,,,,,,
摇,yáo,yao,2,dao,lắc,,扌|䍃,摇|遥|谣|窑,dongtu,2,摇头。,Lắc đầu.,,,,,,,
落,luò,luo,4,lạc,rơi xuống,,艹|洛,落|洛|络|骆,dongtu,2,树叶落下。,Lá cây rơi xuống.,,,,,,,
弯,wān,wan,1,loan,"cong, uốn",,,弯|湾|恋|变,dongtu,2,弯下腰。,Cúi lưng xuống.,,,,,,,
割,gē,ge,1,cát,"cắt, gặt",,害|刂,割|害|刻|副,dongtu,2,割草。,Cắt cỏ.,,,,,,,
翻,fān,fan,1,phiên,"lật, dịch",,番|羽,翻|番|藩|幡,dongtu,3,翻开书。,Lật quyển sách ra.,,,,,,,
滚,gǔn,gun,3,cổn,lăn,,氵|衮,滚|衮|哀|衰,dongtu,3,球滚走了。,Quả bóng lăn đi mất.,,,,,,,
碎,suì,sui,4,toái,vỡ vụn,,石|卒,碎|醉|粹|翠,dongtu,3,玻璃碎了。,Kính vỡ rồi.,,,,,,,
破,pò,po,4,phá,"vỡ, rách",,石|皮,破|坡|波|颇,dongtu,3,衣服破了。,Quần áo bị rách rồi.,,碎,,,,,
断,duàn,duan,4,đoạn,"gãy, đứt",,,断|继|绝|新,dongtu,3,绳子断了。,Sợi dây thừng đứt rồi.,,,,,,,
真,zhēn,zhen,1,chân,"thật, chân thật",,,真|直|具|真,tinh_tu,1,真的很好。,Thật sự rất tốt.,,假,,,,,
假,jiǎ,jia,3,giả,"giả, không thật",,亻|叚,假|暇|遐|霞,tinh_tu,1,这是假的。,Cái này là giả.,,真,,,,,
壮,zhuàng,zhuang,4,tráng,khỏe mạnh,,,壮|状|将|冲,tinh_tu,1,身体很壮。,Cơ thể rất khỏe mạnh.,,弱,,,,,
弱,ruò,ruo,4,nhược,yếu,,,弱|弘|张|引,tinh_tu,1,身体很弱。,Cơ thể rất yếu.,,壮,,,,,
善,shàn,shan,4,thiện,"lương thiện, tốt",,,善|羊|美|着,tinh_tu,1,心地善良。,Tấm lòng lương thiện.,,恶,,,,,
恶,è,e,4,ác,"độc ác, xấu xa",,,恶|亚|悉|忌,tinh_tu,1,很凶恶。,Rất hung ác.,,善,,,,,
疲,pí,pi,2,bì,mệt mỏi,,疒|皮,疲|病|痛|疼,tinh_tu,2,很疲劳。,Rất mệt mỏi.,,,,,,,
乏,fá,fa,2,phạp,"thiếu, mệt",,,乏|之|乞|乎,tinh_tu,2,疲乏无力。,Mệt mỏi không sức lực.,,,,,,,
实,shí,shi,2,thực,"thực tế, chân thật",,,实|安|字|宝,tinh_tu,2,很真实。,Rất chân thực.,,虚,,,,,
虚,xū,xu,1,hư,"trống rỗng, hư ảo",,,虚|虑|虎|虞,tinh_tu,2,很虚假。,Rất hư giả.,,实,,,,,
诚,chéng,cheng,2,thành,thành thật,,讠|成,诚|城|盛|诫,tinh_tu,2,很诚实。,Rất thành thật.,,,,,,,
陡,dǒu,dou,3,đẩu,dốc đứng,,阝|走,陡|徒|走|徙,tinh_tu,3,山路很陡。,Đường núi rất dốc.,,,,,,,
厌,yàn,yan,4,yếm,chán ghét,,,厌|庆|压|厉,tinh_tu,3,很讨厌。,Rất đáng ghét.,,喜,,,,,
倦,juàn,juan,4,quyện,"mệt mỏi, chán",,亻|卷,倦|卷|券|眷,tinh_tu,3,很疲倦。,Rất mệt mỏi.,,,,,,,
凶,xiōng,xiong,1,hung,hung dữ,,,凶|区|凸|凹,tinh_tu,3,眼神很凶。,Ánh mắt rất hung dữ.,,,,,,,
邪,xié,xie,2,tà,"tà ác, gian tà",,牙|阝,邪|牙|芽|邦,tinh_tu,3,邪恶的念头。,Ý nghĩ tà ác.,,,,,,,
和,hé,he,2,hòa,"hòa thuận, và",,禾|口,和|知|如|加,gia_dinh,1,家庭很和睦。,Gia đình rất hòa thuận.,,,,,,,
祖,zǔ,zu,3,tổ,"tổ tiên, ông bà",,礻|且,祖|祝|神|视,gia_dinh,1,祖先留下的。,Do tổ tiên để lại.,,,,,,,
先,xiān,xian,1,tiên,"trước, tổ tiên",,,先|光|洗|冼,gia_dinh,1,祖先的智慧。,Trí tuệ của tổ tiên.,,,,,,,
配,pèi,pei,4,phối,"kết hợp, phối ngẫu",,酉|己,配|酌|酒|醒,gia_dinh,2,婚配很重要。,Việc kết hôn rất quan trọng.,,,,,,,
抱,bào,bao,4,bão,ôm; ấp trứng,,扌|包,抱|饱|泡|袍,gia_dinh,2,妈妈抱着孩子。,Mẹ ôm đứa con.,,,,,,,
睦,mù,mu,4,mục,hòa thuận,,目|坴,睦|陆|穆|睡,gia_dinh,3,和睦相处。,Sống hòa thuận với nhau.,,,,,,,
裔,yì,yi,4,duệ,"con cháu, hậu duệ",,,裔|衣|袋|装,gia_dinh,3,龙的后裔。,Hậu duệ của rồng.,,,,,,,
歌,gē,ge,1,ca,bài hát,,哥|欠,歌|哥|欢|软,hoc,1,一首歌。,Một bài hát.,,,,,,,
科,kē,ke,1,khoa,"môn học, khoa",,禾|斗,科|料|斗|斜,hoc,1,数学科目。,Môn học toán.,,,,,,,
级,jí,ji,2,cấp,"cấp bậc, lớp",,纟|及,级|极|吸|汲,hoc,1,三年级。,Lớp ba.,,,,,,,
诗,shī,shi,1,thi,thơ,,讠|寺,诗|待|等|诚,hoc,2,一首诗。,Một bài thơ.,,,,,,,
毕,bì,bi,4,tất,"hoàn tất, tốt nghiệp",,,毕|华|比|平,hoc,2,毕业了。,Đã tốt nghiệp rồi.,,,,,,,
业,yè,ye,4,nghiệp,"sự nghiệp, nghề",,,业|亚|世|亚,hoc,2,作业很多。,Bài tập về nhà rất nhiều.,,,,,,,
证,zhèng,zheng,4,chứng,"chứng nhận, bằng chứng",,讠|正,证|政|征|症,hoc,3,毕业证书。,Bằng tốt nghiệp.,,,,,,,
凭,píng,ping,2,bằng,"bằng chứng, dựa vào",,,凭|冯|评|苹,hoc,3,凭证很重要。,Bằng chứng rất quan trọng.,,,,,,,
城,chéng,cheng,2,thành,"thành phố, thành trì",,土|成,城|诚|盛|城,phuong,1,这座城市。,Thành phố này.,,,,土,,,
市,shì,shi,4,thị,"chợ, thành phố",,,市|布|市|柿,phuong,1,城市很大。,Thành phố rất lớn.,,,,,,,
乡,xiāng,xiang,1,hương,"làng quê, thôn dã",,,乡|多|久|夕,phuong,1,家乡在南方。,Quê nhà ở miền nam.,,,,,,,
郊,jiāo,jiao,1,giao,ngoại ô,,交|阝,郊|校|较|郎,phuong,2,住在郊区。,Sống ở ngoại ô.,,,,,,,
圈,quān,quan,1,khuyên,"vòng tròn, phạm vi",,囗|卷,圈|圆|圆|图,phuong,2,画一个圈。,Vẽ một vòng tròn.,,,,,,,
畔,pàn,pan,4,bạn,"bờ, ven",,田|半,畔|伴|叛|判,phuong,3,湖畔的房子。,Ngôi nhà bên bờ hồ.,,,,,,,
邦,bāng,bang,1,bang,"đất nước, xứ",,,邦|邻|那|邮,phuong,3,邻邦友好。,Nước láng giềng thân thiện.,,,,,,,
肢,zhī,zhi,1,chi,"tay chân, chi thể",,月|支,肢|技|枝|吱,than_the,1,四肢很有力。,Tứ chi rất khỏe.,,,,,,,
肌,jī,ji,1,cơ,cơ bắp,,月|几,肌|肚|肠|肥,than_the,1,肌肉很结实。,Cơ bắp rất chắc.,,,,,,,
躯,qū,qu,1,khu,"thân thể, thân xác",,身|区,躯|驱|呕|欧,than_the,1,身躯高大。,Thân hình cao lớn.,,,,,,,
疤,bā,ba,1,ba,sẹo,,疒|巴,疤|病|疼|症,than_the,2,一道疤痕。,Một vết sẹo.,,,,,,,
纹,wén,wen,2,văn,"vân, đường vân",,纟|文,纹|文|吝|蚊,than_the,2,指纹很特别。,Vân tay rất đặc biệt.,,,,,,,
痕,hén,hen,2,ngân,"vết, dấu",,疒|艮,痕|恨|很|狠,than_the,3,疤痕很深。,Vết sẹo rất sâu.,,,,,,,
皱,zhòu,zhou,4,trứu,"nhăn, nếp nhăn",,皮|刍,皱|皮|波|坡,than_the,3,皱纹很多。,Có rất nhiều nếp nhăn.,,,,,,,
绯,fēi,fei,1,phi,"đỏ tươi, hồng",,纟|非,绯|排|悲|辈,mau,2,绯红的脸。,Khuôn mặt đỏ ửng.,,,,,,,
黛,dài,dai,4,đại,xanh đen (màu chân mày),,代|黑,黛|代|袋|贷,mau,3,青黛色。,Màu xanh đen thẫm.,,,,,,,
接,jiē,jie,1,tiếp,"tiếp theo, liên tiếp",,扌|妾,接|结|洁|结,thoigian,1,接下来。,Tiếp theo đây.,,,,,,,
连,lián,lian,2,liên,"liên tục, nối liền",,,连|运|还|远,thoigian,1,连续三天。,Liên tục ba ngày.,,,,,,,
巧,qiǎo,qiao,3,xảo,"khéo léo, tình cờ",,工|丂,巧|考|号|亏,thoigian,2,恰巧遇见。,Tình cờ gặp được.,,,5,,,,3
恰,qià,qia,4,kháp,"vừa vặn, đúng lúc",,忄|合,恰|合|哈|抬,thoigian,3,恰好赶上。,Vừa kịp lúc.,,,,,,,
另,lìng,ling,4,lánh,"khác, riêng",,口|力,另|叧|加|另,so,1,另外一个。,Một cái khác.,,,,,,,
凡,fán,fan,2,phàm,"phàm là, tất cả",,,凡|几|风|同,so,1,凡是学生。,Phàm là học sinh.,,,,,,,
皆,jiē,jie,1,giai,"đều, tất cả",,比|白,皆|比|谐|阶,so,2,人人皆知。,Ai ai cũng biết.,,,,,,,
